package	version	architecture	apt_mark	category	rebuild_profile	direct_or_dependency	component_or_feature	reason	evidence	confidence	notes
libthunarx-3-0:arm64	4.20.2-1+deb13u1	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: thunar, xfdesktop4.	medium	parents=thunar,xfdesktop4
libtiff-dev:arm64	4.7.0-3+deb13u2	arm64	auto	development-toolchain	development	dependency	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
libtiff6:arm64	4.7.0-3+deb13u2	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: fbi, libfreeimage-dev:arm64, firefox.	medium	parents=fbi,libfreeimage-dev:arm64,firefox
libtiff6:armhf	4.7.0-3+deb13u2	armhf	auto	foreign-architecture	experimental-full-clone	dependency	armhf compatibility	Foreign-architecture package retained for compatibility, likely related to Wine or multimedia compatibility layers.	dpkg foreign architecture is armhf; package architecture is armhf.	medium	none
libtiffxx6:arm64	4.7.0-3+deb13u2	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: libgtk-3-dev:arm64, librsvg2-dev:arm64, libayatana-appindicator3-dev.	medium	parents=libgtk-3-dev:arm64,librsvg2-dev:arm64,libayatana-appindicator3-dev
libtimedate-perl	2.3300-2	all	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: devscripts.	medium	parents=devscripts
libtinfo6:arm64	6.5+20250216-2	arm64	manual	optional-utility	optional	direct	manual utility or application	Manually marked package preserved as installed state; functional role separate from APT mark.	Manual APT mark; no package-changing action authorized.	low	none
libtinfo6:armhf	6.5+20250216-2	armhf	manual	foreign-architecture	experimental-full-clone	direct	armhf compatibility	Foreign-architecture package retained for compatibility, likely related to Wine or multimedia compatibility layers.	dpkg foreign architecture is armhf; package architecture is armhf.	medium	none
libtirpc-common	1.3.6+ds-1	all	manual	optional-utility	optional	direct	manual utility or application	Manually marked package preserved as installed state; functional role separate from APT mark.	Manual APT mark; no package-changing action authorized.	low	none
libtirpc3t64:arm64	1.3.6+ds-1	arm64	manual	optional-utility	optional	direct	manual utility or application	Manually marked package preserved as installed state; functional role separate from APT mark.	Manual APT mark; no package-changing action authorized.	low	none
libtk8.6:arm64	8.6.16-1	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: python3-full, x11vnc.	medium	parents=python3-full,x11vnc
libtool	2.5.4-4	all	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: dh-autoreconf, debhelper.	medium	parents=dh-autoreconf,debhelper
libtry-tiny-perl	0.32-1	all	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: devscripts.	medium	parents=devscripts
libts0t64:arm64	1.22-1.1+b1	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: python3-pyqt6, qjackctl, qmmp.	medium	parents=python3-pyqt6,qjackctl,qmmp
libtsan2:arm64	14.2.0-19	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: clang-19, g++, gcc.	medium	parents=clang-19,g++,gcc
libtumbler-1-0t64:arm64	4.20.0-1	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: tumbler.	medium	parents=tumbler
libturbojpeg0:arm64	1:2.1.5-4	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: wayvnc, weston.	medium	parents=wayvnc,weston
libtwolame0:arm64	0.4.0-2+b2	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: libwebkit2gtk-4.1-0:arm64, ffmpeg, libavcodec-dev:arm64.	medium	parents=libwebkit2gtk-4.1-0:arm64,ffmpeg,libavcodec-dev:arm64
libtwolame0:armhf	0.4.0-2+b2	armhf	auto	foreign-architecture	experimental-full-clone	dependency	armhf compatibility	Foreign-architecture package retained for compatibility, likely related to Wine or multimedia compatibility layers.	dpkg foreign architecture is armhf; package architecture is armhf.	medium	none
libubsan1:arm64	14.2.0-19	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: clang-19, g++, gcc.	medium	parents=clang-19,g++,gcc
libuchardet0:arm64	0.0.8-1+b2	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: man-db, debhelper, x11-apps.	medium	parents=man-db,debhelper,x11-apps
libudev-dev:arm64	257.13-1~deb13u1	arm64	manual	development-toolchain	development	direct	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
libudev1:arm64	257.13-1~deb13u1	arm64	manual	optional-utility	optional	direct	manual utility or application	Manually marked package preserved as installed state; functional role separate from APT mark.	Manual APT mark; no package-changing action authorized.	low	none
libudev1:armhf	257.13-1~deb13u1	armhf	manual	foreign-architecture	experimental-full-clone	direct	armhf compatibility	Foreign-architecture package retained for compatibility, likely related to Wine or multimedia compatibility layers.	dpkg foreign architecture is armhf; package architecture is armhf.	medium	none
libudf0t64:arm64	2.2.0-4.1~deb13u1	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: libcdio-utils.	medium	parents=libcdio-utils
libudfread0:arm64	1.1.2-1+b2	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: ffmpeg, libavformat-dev:arm64, qmmp.	medium	parents=ffmpeg,libavformat-dev:arm64,qmmp
libudfread0:armhf	1.1.2-1+b2	armhf	auto	foreign-architecture	experimental-full-clone	dependency	armhf compatibility	Foreign-architecture package retained for compatibility, likely related to Wine or multimedia compatibility layers.	dpkg foreign architecture is armhf; package architecture is armhf.	medium	none
libudisks2-0:arm64	2.10.1-12.1+deb13u1	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: udisks2, rpd-common, rpd-wayland-core.	medium	parents=udisks2,rpd-common,rpd-wayland-core
libunbound8:arm64	1.22.0-2+deb13u3	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: libcurl4-openssl-dev:arm64.	medium	parents=libcurl4-openssl-dev:arm64
libunibreak6:arm64	6.1-3	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: ffmpeg, libavfilter-dev:arm64, vlc.	medium	parents=ffmpeg,libavfilter-dev:arm64,vlc
libunistring5:arm64	1.3-2	arm64	manual	optional-utility	optional	direct	manual utility or application	Manually marked package preserved as installed state; functional role separate from APT mark.	Manual APT mark; no package-changing action authorized.	low	none
libunistring5:armhf	1.3-2	armhf	manual	foreign-architecture	experimental-full-clone	direct	armhf compatibility	Foreign-architecture package retained for compatibility, likely related to Wine or multimedia compatibility layers.	dpkg foreign architecture is armhf; package architecture is armhf.	medium	none
libunwind8:arm64	1.8.1-0.1	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: xserver-xephyr, xserver-xorg-core, xserver-xorg.	medium	parents=xserver-xephyr,xserver-xorg-core,xserver-xorg
libupnp17t64:arm64	1:1.14.20-1	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: vlc.	medium	parents=vlc
libupower-glib3:arm64	1.90.9-1	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: not identified within dependency search depth.	low	parents=
liburi-perl	5.30-1	all	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: devscripts.	medium	parents=devscripts
liburiparser1:arm64	0.9.8+dfsg-2	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: weston.	medium	parents=weston
libusageenvironment3:arm64	2025.05.24-1	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: vlc.	medium	parents=vlc
libusb-1.0-0-dev:arm64	2:1.0.28-1	arm64	manual	development-toolchain	development	direct	development/build dependency	Preserved development or local build dependency.	APT history shows explicit February source-build dependency batches; owner requested development packages be preserved.	medium	none
libusb-1.0-0:arm64	2:1.0.28-1	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: libusb-1.0-0-dev:arm64, usb-modeswitch, usbutils.	medium	parents=libusb-1.0-0-dev:arm64,usb-modeswitch,usbutils
libusb-1.0-0:armhf	2:1.0.28-1	armhf	auto	foreign-architecture	experimental-full-clone	dependency	armhf compatibility	Foreign-architecture package retained for compatibility, likely related to Wine or multimedia compatibility layers.	dpkg foreign architecture is armhf; package architecture is armhf.	medium	none
libusbmuxd-2.0-7:arm64	2.1.0-1+b1	arm64	auto	dependency	unknown	dependency	installed dependency	Automatically marked dependency; automatic mark does not imply safe to remove.	Nearest installed parent/root packages: rpd-common, rpd-wayland-core, rpd-x-core.	medium	parents=rpd-common,rpd-wayland-core,rpd-x-core
